Individual ,Sire,Dam,Family,Culture,Length,Block,pH,photo_ID,Malformed
1208,S5,D5,9,2,86.688,3,7.5,T11_2_6.tif,yes
1209,S5,D5,9,2,95.947,3,7.5,T11_2_6.tif,yes
1210,S5,D5,9,2,90.462,3,7.5,T11_2_7.tif,yes
1211,S5,D5,9,2,103.063,3,7.5,T11_2_7.tif,yes
1212,S5,D5,9,2,102.208,3,7.5,T11_2_7.tif,no
1213,S5,D5,9,2,99.452,3,7.5,T11_2_7.tif,yes
1214,S5,D5,9,2,99.527,3,7.5,T11_2_7.tif,yes
1215,S5,D5,9,2,85.004,3,7.5,T11_2_7.tif,yes
1216,S5,D5,9,2,99.278,3,7.5,T11_2_8.tif,yes
1217,S5,D5,9,2,97.639,3,7.5,T11_2_9.tif,yes
1218,S5,D5,9,2,105.44,3,7.5,T11_2_10-1.tif,yes
1219,S5,D5,9,2,99.618,3,7.5,T11_2_10-1.tif,yes
1220,S5,D5,9,2,96.311,3,7.5,T11_2_11.tif,yes
1221,S5,D5,9,2,107.328,3,7.5,T11_2_11.tif,yes
1222,S5,D5,9,2,96.988,3,7.5,T11_2_12.tif,yes
1223,S5,D5,9,3,102.508,3,7.5,T11_3_1.tif,no
1224,S5,D5,9,3,108.551,3,7.5,T11_3_1.tif,no
1225,S5,D5,9,3,104.648,3,7.5,T11_3_2.tif,no
1226,S5,D5,9,3,98.463,3,7.5,T11_3_3.tif,yes
1227,S5,D5,9,3,108.793,3,7.5,T11_3_4.tif,yes
1228,S5,D5,9,3,98.208,3,7.5,T11_3_5.tif,no
1229,S5,D5,9,3,97.58,3,7.5,T11_3_7.tif,yes
1230,S5,D5,9,3,105.417,3,7.5,T11_3_9.tif,yes
1231,S5,D5,9,3,98.309,3,7.5,T11_3_10-1.tif,yes
1232,S5,D5,9,3,103.203,3,7.5,T11_3_11.tif,yes
1233,S5,D5,9,3,101.91,3,7.5,T11_3_12.tif,yes
1234,S5,D5,9,3,95.1,3,7.5,T11_3_14.tif,yes
1235,S5,D5,9,3,106.078,3,7.5,T11_3_16.tif,yes
1236,S5,D5,9,3,99.485,3,7.5,T11_3_17.tif,yes
1237,S5,D5,9,3,106.54,3,7.5,T11_3_18.tif,no
1238,S5,D5,9,3,82.208,3,7.5,T11_3_19.tif,yes
1239,S5,D5,9,3,96.132,3,7.5,T11_3_20.tif,yes
1240,S5,D5,9,3,103.513,3,7.5,T11_3_21.tif,yes
1241,S5,D5,9,3,108.394,3,7.5,T11_3_25.tif,no
1242,S5,D5,9,3,100.976,3,7.5,T11_3_25.tif,yes
1243,S6,D5,10,1,94.85,3,7.5,T12_1_1.tif,yes
1244,S6,D5,10,1,96.386,3,7.5,T12_1_5.tif,no
1245,S6,D5,10,1,106.746,3,7.5,T12_1_6.tif,yes
1246,S6,D5,10,1,91.837,3,7.5,T12_1_8.tif,yes
1247,S6,D5,10,1,102.54,3,7.5,T12_1_9.tif,no
1248,S6,D5,10,1,107.405,3,7.5,T12_1_10.tif,no
1249,S6,D5,10,1,99.524,3,7.5,T12_1_11.tif,yes
1250,S6,D5,10,1,104.516,3,7.5,T12_1_12.tif,yes
1251,S6,D5,10,1,106.065,3,7.5,T12_1_13.tif,no
1252,S6,D5,10,1,105.526,3,7.5,T12_1_14.tif,no
1253,S6,D5,10,1,108.037,3,7.5,T12_1_14.tif,no
1254,S6,D5,10,1,99.638,3,7.5,T12_1_15.tif,yes
1255,S6,D5,10,1,109.981,3,7.5,T12_1_16.tif,no
1256,S6,D5,10,1,106.242,3,7.5,T12_1_17.tif,yes
1257,S6,D5,10,1,101.406,3,7.5,T12_1_18.tif,yes
1258,S6,D5,10,1,101.984,3,7.5,T12_1_18.tif,yes
1259,S6,D5,10,1,103.755,3,7.5,T12_1_19.tif,yes
1260,S6,D5,10,1,95.674,3,7.5,T12_1_20.tif,yes
1261,S6,D5,10,1,93.878,3,7.5,T12_1_20.tif,yes
1262,S6,D5,10,1,98.376,3,7.5,T12_1_20.tif,yes
1263,S6,D5,10,2,98.756,3,7.5,T12_2_3.tif,yes
1264,S6,D5,10,2,91.547,3,7.5,T12_2_4.tif,yes
1265,S6,D5,10,2,94.027,3,7.5,T12_2_5.tif,yes
1266,S6,D5,10,2,98.13,3,7.5,T12_2_7.tif,yes
1267,S6,D5,10,2,81.456,3,7.5,T12_2_8.tif,yes
1268,S6,D5,10,2,96.014,3,7.5,T12_2_9.tif,yes
1269,S6,D5,10,2,104.25,3,7.5,T12_2_12.tif,yes
1270,S6,D5,10,2,94.631,3,7.5,T12_2_13.tif,yes
1271,S6,D5,10,2,92.494,3,7.5,T12_2_13.tif,yes
1272,S6,D5,10,2,92.142,3,7.5,T12_2_14.tif,yes
1273,S6,D5,10,2,87.233,3,7.5,T12_2_14.tif,yes
1274,S6,D5,10,2,105.425,3,7.5,T12_2_15.tif,yes
1275,S6,D5,10,2,96.714,3,7.5,T12_2_16.tif,yes
1276,S6,D5,10,2,91.101,3,7.5,T12_2_16.tif,yes
1277,S6,D5,10,2,88.214,3,7.5,T12_2_16.tif,yes
1278,S6,D5,10,2,85.523,3,7.5,T12_2_16.tif,yes
1279,S6,D5,10,2,84.101,3,7.5,T12_2_16.tif,yes
1280,S6,D5,10,2,97.07,3,7.5,T12_2_16.tif,yes
1281,S6,D5,10,2,83.543,3,7.5,T12_2_16.tif,yes
1282,S6,D5,10,3,103.972,3,7.5,T12_3_1.tif,no
1283,S6,D5,10,3,104.274,3,7.5,T12_3_1.tif,no
1284,S6,D5,10,3,106.793,3,7.5,T12_3_1.tif,no
1285,S6,D5,10,3,100.571,3,7.5,T12_3_2.tif,yes
1286,S6,D5,10,3,98.535,3,7.5,T12_3_3.tif,yes
1287,S6,D5,10,3,93.923,3,7.5,T12_3_4.tif,yes
1288,S6,D5,10,3,104.304,3,7.5,T12_3_4.tif,yes
1289,S6,D5,10,3,103.381,3,7.5,T12_3_5.tif,no
1290,S6,D5,10,3,105.061,3,7.5,T12_3_6.tif,yes
1291,S6,D5,10,3,104.369,3,7.5,T12_3_7.tif,yes
1292,S6,D5,10,3,107.017,3,7.5,T12_3_9.tif,no
1293,S6,D5,10,3,109.538,3,7.5,T12_3_9.tif,no
1294,S6,D5,10,3,102.737,3,7.5,T12_3_10.tif,yes
1295,S6,D5,10,3,106.873,3,7.5,T12_3_10.tif,yes
1296,S6,D5,10,3,101.403,3,7.5,T12_3_11.tif,yes
1297,S6,D5,10,3,101.403,3,7.5,T12_3_11.tif,yes
1298,S6,D5,10,3,100.875,3,7.5,T12_3_14.tif,no
1299,S6,D5,10,3,108.826,3,7.5,T12_3_15.tif,no
1300,S6,D5,10,3,106.198,3,7.5,T12_3_15.tif,no
1301,S6,D5,10,3,106.138,3,7.5,T12_3_16.tif,no
1302,S5,D6,11,1,100.652,3,7.5,T13_1_-1.tif,no
1303,S5,D6,11,1,108.837,3,7.5,T13_1_1.tif,yes
1304,S5,D6,11,1,99.788,3,7.5,T13_1_1.tif,yes
1305,S5,D6,11,1,102.364,3,7.5,T13_1_2.tif,yes
1306,S5,D6,11,1,92.779,3,7.5,T13_1_3.tif,yes
1307,S5,D6,11,1,102.735,3,7.5,T13_1_4.tif,no
1308,S5,D6,11,1,107.195,3,7.5,T13_1_5.tif,yes
1309,S5,D6,11,1,103.945,3,7.5,T13_1_6.tif,yes
1310,S5,D6,11,1,101.265,3,7.5,T13_1_7.tif,yes
1311,S5,D6,11,1,92.724,3,7.5,T13_1_8.tif,yes
1312,S5,D6,11,1,103.254,3,7.5,T13_1_9.tif,yes
1313,S5,D6,11,1,94.78,3,7.5,T13_1_10.tif,yes
1314,S5,D6,11,1,97.446,3,7.5,T13_1_11.tif,yes
1315,S5,D6,11,1,108.007,3,7.5,T13_1_12.tif,no
1316,S5,D6,11,1,99.952,3,7.5,T13_1_13.tif,yes
1317,S5,D6,11,1,97.506,3,7.5,T13_1_13.tif,yes
1318,S5,D6,11,1,94.906,3,7.5,T13_1_14.tif,yes
1319,S5,D6,11,1,108.267,3,7.5,T13_1_15.tif,no
1320,S5,D6,11,1,105.43,3,7.5,T13_1_17.tif,no
1321,S5,D6,11,1,98.936,3,7.5,T13_1_18.tif,yes
1322,S5,D6,11,2,97.063,3,7.5,T13_2_2.tif,yes
1323,S5,D6,11,2,100.017,3,7.5,T13_2_2.tif,yes
1324,S5,D6,11,2,100.252,3,7.5,T13_2_3.tif,yes
1325,S5,D6,11,2,100.226,3,7.5,T13_2_4.tif,yes
1326,S5,D6,11,2,90.906,3,7.5,T13_2_6.tif,yes
1327,S5,D6,11,2,98.47,3,7.5,T13_2_6.tif,yes
1328,S5,D6,11,2,98.551,3,7.5,T13_2_7.tif,no
1329,S5,D6,11,2,102.872,3,7.5,T13_2_7.tif,yes
1330,S5,D6,11,2,105.813,3,7.5,T13_2_8.tif,yes
1331,S5,D6,11,2,101.067,3,7.5,T13_2_9.tif,yes
1332,S5,D6,11,2,98.434,3,7.5,T13_2_10.tif,yes
1333,S5,D6,11,2,92.159,3,7.5,T13_2_10.tif,yes
1334,S5,D6,11,2,97.241,3,7.5,T13_2_10.tif,yes
1335,S5,D6,11,2,98.951,3,7.5,T13_2_10.tif,yes
1336,S5,D6,11,2,93.201,3,7.5,T13_2_10.tif,yes
1337,S5,D6,11,2,85.435,3,7.5,T13_2_11.tif,yes
1338,S5,D6,11,2,97.137,3,7.5,T13_2_12.tif,yes
1339,S5,D6,11,2,89.121,3,7.5,T13_2_12.tif,yes
1340,S5,D6,11,2,100.05,3,7.5,T13_2_12.tif,yes
1341,S5,D6,11,2,98.743,3,7.5,T13_2_12.tif,yes
1342,S5,D6,11,3,94.453,3,7.5,T13_3_-1.tif,yes
1343,S5,D6,11,3,107.119,3,7.5,T13_3_1.tif,no
1344,S5,D6,11,3,102.656,3,7.5,T13_3_3.tif,yes
1345,S5,D6,11,3,103.145,3,7.5,T13_3_5.tif,no
1346,S5,D6,11,3,92.036,3,7.5,T13_3_6.tif,yes
1347,S5,D6,11,3,92.188,3,7.5,T13_3_7.tif,yes
1348,S5,D6,11,3,104.801,3,7.5,T13_3_8.tif,no
1349,S5,D6,11,3,112.336,3,7.5,T13_3_9.tif,no
1350,S5,D6,11,3,99.83,3,7.5,T13_3_10.tif,no
1351,S5,D6,11,3,100.32,3,7.5,T13_3_11.tif,yes
1352,S5,D6,11,3,99,3,7.5,T13_3_12.tif,yes
1353,S5,D6,11,3,97.615,3,7.5,T13_3_13.tif,yes
1354,S5,D6,11,3,103.788,3,7.5,T13_3_14.tif,no
1355,S5,D6,11,3,104.47,3,7.5,T13_3_15.tif,no
1356,S5,D6,11,3,91.645,3,7.5,T13_3_16.tif,yes
1357,S5,D6,11,3,101.624,3,7.5,T13_3_17.tif,yes
1358,S5,D6,11,3,86.831,3,7.5,T13_3_18.tif,yes
1359,S5,D6,11,3,98.799,3,7.5,T13_3_19.tif,yes
1360,S5,D6,11,3,105.298,3,7.5,T13_3_20.tif,no
1361,S5,D6,11,3,94.944,3,7.5,T13_3_21.tif,yes
1362,S6,D6,12,1,88.505,3,7.5,T14_1_1.tif,yes
1363,S6,D6,12,1,102.093,3,7.5,T14_1_2.tif,yes
1364,S6,D6,12,1,100.75,3,7.5,T14_1_2.tif,no
1365,S6,D6,12,1,81.912,3,7.5,T14_1_2.tif,yes
1366,S6,D6,12,1,102.124,3,7.5,T14_1_4.tif,no
1367,S6,D6,12,1,99.331,3,7.5,T14_1_4.tif,yes
1368,S6,D6,12,1,103.764,3,7.5,T14_1_5.tif,yes
1369,S6,D6,12,1,101.25,3,7.5,T14_1_5.tif,yes
1370,S6,D6,12,1,102.197,3,7.5,T14_1_5.tif,yes
1371,S6,D6,12,1,94.738,3,7.5,T14_1_5.tif,yes
1372,S6,D6,12,1,99.407,3,7.5,T14_1_5.tif,yes
1373,S6,D6,12,1,103.872,3,7.5,T14_1_6.tif,yes
1374,S6,D6,12,1,101.998,3,7.5,T14_1_6.tif,yes
1375,S6,D6,12,1,95.439,3,7.5,T14_1_7.tif,yes
1376,S6,D6,12,1,107.396,3,7.5,T14_1_7.tif,no
1377,S6,D6,12,1,105.692,3,7.5,T14_1_8.tif,no
1378,S6,D6,12,1,102.429,3,7.5,T14_1_10.tif,yes
1379,S6,D6,12,1,92.188,3,7.5,T14_1_11.tif,yes
1380,S6,D6,12,1,98.162,3,7.5,T14_1_11.tif,yes
1381,S6,D6,12,1,98.077,3,7.5,T14_1_11.tif,yes
1382,S6,D6,12,2,98.185,3,7.5,T14_2_3.tif,yes
1383,S6,D6,12,2,107.212,3,7.5,T14_2_3.tif,no
1384,S6,D6,12,2,98.777,3,7.5,T14_2_5.tif,yes
1385,S6,D6,12,2,105.007,3,7.5,T14_2_6.tif,yes
1386,S6,D6,12,2,106.187,3,7.5,T14_2_8.tif,yes
1387,S6,D6,12,2,106.983,3,7.5,T14_2_9.tif,no
1388,S6,D6,12,2,98.897,3,7.5,T14_2_10.tif,yes
1389,S6,D6,12,2,104.049,3,7.5,T14_2_12.tif,no
1390,S6,D6,12,2,105.745,3,7.5,T14_2_13.tif,yes
1391,S6,D6,12,2,98.213,3,7.5,T14_2_18.tif,yes
1392,S6,D6,12,2,105.886,3,7.5,T14_2_19.tif,no
1393,S6,D6,12,2,100.541,3,7.5,T14_2_21.tif,yes
1394,S6,D6,12,2,94.614,3,7.5,T14_2_21.tif,yes
1395,S6,D6,12,2,104.542,3,7.5,T14_2_21.tif,yes
1396,S6,D6,12,2,107.781,3,7.5,T14_2_21.tif,yes
1397,S6,D6,12,2,107.321,3,7.5,T14_2_22.tif,yes
1398,S6,D6,12,2,107.871,3,7.5,T14_2_23.tif,yes
1399,S6,D6,12,2,95.216,3,7.5,T14_2_23.tif,yes
1400,S6,D6,12,2,98.843,3,7.5,T14_2_24.tif,yes
1401,S6,D6,12,2,101.118,3,7.5,T14_2_24.tif,yes
1402,S6,D6,12,3,103.061,3,7.5,T14_3_-1.tif,yes
1403,S6,D6,12,3,94.826,3,7.5,T14_3_-1.tif,yes
1404,S6,D6,12,3,86.997,3,7.5,T14_3_-1.tif,yes
1405,S6,D6,12,3,93.934,3,7.5,T14_3_1.tif,yes
1406,S6,D6,12,3,97.397,3,7.5,T14_3_2.tif,yes
1407,S6,D6,12,3,99.892,3,7.5,T14_3_2.tif,yes
1408,S6,D6,12,3,99.672,3,7.5,T14_3_2.tif,yes
1409,S6,D6,12,3,100.667,3,7.5,T14_3_3.tif,yes
1410,S6,D6,12,3,99.409,3,7.5,T14_3_3.tif,yes
1411,S6,D6,12,3,99.884,3,7.5,T14_3_4.tif,yes
1412,S6,D6,12,3,100.05,3,7.5,T14_3_5.tif,yes
1413,S6,D6,12,3,105.616,3,7.5,T14_3_5.tif,yes
1414,S6,D6,12,3,108.957,3,7.5,T14_3_6.tif,no
1415,S6,D6,12,3,101.759,3,7.5,T14_3_7.tif,yes
1416,S6,D6,12,3,99.738,3,7.5,T14_3_8.tif,no
1417,S6,D6,12,3,108.618,3,7.5,T14_3_9.tif,no
1418,S6,D6,12,3,102.08,3,7.5,T14_3_10-1.tif,no
1419,S6,D6,12,3,100.369,3,7.5,T14_3_11.tif,yes
1420,S6,D6,12,3,100.188,3,7.5,T14_3_12.tif,yes
1421,S6,D6,12,3,103.285,3,7.5,T14_3_13.tif,yes
1422,S7,D7,13,1,120.966,4,8.1,C17_1_.tif,no
1423,S7,D7,13,1,120.176,4,8.1,C17_1_1.tif,no
1424,S7,D7,13,1,118.165,4,8.1,C17_1_2.tif,no
1425,S7,D7,13,1,119.835,4,8.1,C17_1_2.tif,no
1426,S7,D7,13,1,116.557,4,8.1,C17_1_3.tif,no
1427,S7,D7,13,1,115.247,4,8.1,C17_1_3.tif,no
1428,S7,D7,13,1,116.752,4,8.1,C17_1_4.tif,no
1429,S7,D7,13,1,114.694,4,8.1,C17_1_4.tif,yes
1430,S7,D7,13,1,115.106,4,8.1,C17_1_4.tif,no
1431,S7,D7,13,1,111.995,4,8.1,C17_1_4.tif,no
1432,S7,D7,13,1,118.494,4,8.1,C17_1_4.tif,no
1433,S7,D7,13,1,118.779,4,8.1,C17_1_4.tif,no
1434,S7,D7,13,1,119.956,4,8.1,C17_1_4.tif,no
1435,S7,D7,13,1,109.401,4,8.1,C17_1_4.tif,no
1436,S7,D7,13,1,115.546,4,8.1,C17_1_4.tif,no
1437,S7,D7,13,1,114.688,4,8.1,C17_1_5.tif,no
1438,S7,D7,13,1,121.335,4,8.1,C17_1_5.tif,no
1439,S7,D7,13,1,110.055,4,8.1,C17_1_5.tif,no
1440,S7,D7,13,1,116.641,4,8.1,C17_1_5.tif,no
1441,S7,D7,13,2,119.73,4,8.1,C17_2_.tif,no
1442,S7,D7,13,2,114.537,4,8.1,C17_2_1.tif,no
1443,S7,D7,13,2,115.878,4,8.1,C17_2_2.tif,no
1444,S7,D7,13,2,114.983,4,8.1,C17_2_4.tif,yes
1445,S7,D7,13,2,115.854,4,8.1,C17_2_5.tif,no
1446,S7,D7,13,2,114.892,4,8.1,C17_2_6.tif,no
1447,S7,D7,13,2,116.481,4,8.1,C17_2_7.tif,no
1448,S7,D7,13,2,117.24,4,8.1,C17_2_8.tif,no
1449,S7,D7,13,2,116.2,4,8.1,C17_2_9.tif,no
1450,S7,D7,13,2,118.526,4,8.1,C17_2_10-1.tif,no
1451,S7,D7,13,2,115.462,4,8.1,C17_2_10-1.tif,no
1452,S7,D7,13,2,115.231,4,8.1,C17_2_10-1.tif,no
1453,S7,D7,13,2,121.004,4,8.1,C17_2_11.tif,no
1454,S7,D7,13,2,117.067,4,8.1,C17_2_11.tif,no
1455,S7,D7,13,2,121.001,4,8.1,C17_2_11.tif,no
1456,S7,D7,13,2,113.11,4,8.1,C17_2_11.tif,no
1457,S7,D7,13,2,115.217,4,8.1,C17_2_12.tif,no
1458,S7,D7,13,2,120.784,4,8.1,C17_2_13.tif,no
1459,S7,D7,13,2,118.099,4,8.1,C17_2_14.tif,no
1460,S7,D7,13,2,116.889,4,8.1,C17_2_14.tif,no
1461,S7,D7,13,3,111.993,4,8.1,C17_3_.tif,yes
1462,S7,D7,13,3,115.305,4,8.1,C17_3_1.tif,yes
1463,S7,D7,13,3,119.995,4,8.1,C17_3_1.tif,no
1464,S7,D7,13,3,117.646,4,8.1,C17_3_1.tif,no
1465,S7,D7,13,3,117.908,4,8.1,C17_3_1.tif,no
1466,S7,D7,13,3,115.468,4,8.1,C17_3_1.tif,no
1467,S7,D7,13,3,115.702,4,8.1,C17_3_1.tif,no
1468,S7,D7,13,3,77.705,4,8.1,C17_3_1.tif,yes
1469,S7,D7,13,3,116.941,4,8.1,C17_3_1.tif,no
1470,S7,D7,13,3,118.803,4,8.1,C17_3_1.tif,no
1471,S7,D7,13,3,114.6,4,8.1,C17_3_1.tif,no
1472,S7,D7,13,3,115.515,4,8.1,C17_3_1.tif,no
1473,S7,D7,13,3,112.958,4,8.1,C17_3_1.tif,no
1474,S7,D7,13,3,115.386,4,8.1,C17_3_1.tif,yes
1475,S7,D7,13,3,119.535,4,8.1,C17_3_1.tif,no
1476,S7,D7,13,3,113.573,4,8.1,C17_3_2.tif,no
1477,S7,D7,13,3,117.831,4,8.1,C17_3_3.tif,no
1478,S7,D7,13,3,118.622,4,8.1,C17_3_3.tif,no
1479,S7,D7,13,3,112.454,4,8.1,C17_3_4.tif,yes
1480,S7,D7,13,3,118.848,4,8.1,C17_3_4.tif,no
1481,S8,D7,14,1,123.896,4,8.1,C18_1_.tif,no
1482,S8,D7,14,1,122.186,4,8.1,C18_1_.tif,no
1483,S8,D7,14,1,119.629,4,8.1,C18_1_1.tif,no
1484,S8,D7,14,1,116.922,4,8.1,C18_1_1.tif,no
1485,S8,D7,14,1,115.12,4,8.1,C18_1_1.tif,no
1486,S8,D7,14,1,114.623,4,8.1,C18_1_2.tif,no
1487,S8,D7,14,1,123.342,4,8.1,C18_1_2.tif,no
1488,S8,D7,14,1,110.099,4,8.1,C18_1_2.tif,yes
1489,S8,D7,14,1,120.129,4,8.1,C18_1_2.tif,no
1490,S8,D7,14,1,120.519,4,8.1,C18_1_2.tif,no
1491,S8,D7,14,1,121.197,4,8.1,C18_1_2.tif,no
1492,S8,D7,14,1,121.698,4,8.1,C18_1_2.tif,no
1493,S8,D7,14,1,120.788,4,8.1,C18_1_2.tif,no
1494,S8,D7,14,1,119.839,4,8.1,C18_1_3.tif,no
1495,S8,D7,14,1,121.715,4,8.1,C18_1_3.tif,no
1496,S8,D7,14,1,119.098,4,8.1,C18_1_3.tif,no
1497,S8,D7,14,1,107.545,4,8.1,C18_1_4.tif,yes
1498,S8,D7,14,1,114.317,4,8.1,C18_1_4.tif,no
1499,S8,D7,14,1,119.125,4,8.1,C18_1_5.tif,no
1500,S8,D7,14,1,119.675,4,8.1,C18_1_5.tif,no
1501,S8,D7,14,2,119.866,4,8.1,C18_2_1.tif,no
1502,S8,D7,14,2,117.801,4,8.1,C18_2_2.tif,no
1503,S8,D7,14,2,115.261,4,8.1,C18_2_3.tif,no
1504,S8,D7,14,2,118.7,4,8.1,C18_2_4.tif,no
1505,S8,D7,14,2,121.054,4,8.1,C18_2_5.tif,no
1506,S8,D7,14,2,120.519,4,8.1,C18_2_6.tif,no
1507,S8,D7,14,2,119.641,4,8.1,C18_2_7.tif,no
1508,S8,D7,14,2,120.808,4,8.1,C18_2_8.tif,no
1509,S8,D7,14,2,119.417,4,8.1,C18_2_9.tif,yes
1510,S8,D7,14,2,115.772,4,8.1,C18_2_10-1.tif,no
1511,S8,D7,14,2,126.57,4,8.1,C18_2_11.tif,yes
1512,S8,D7,14,2,113.436,4,8.1,C18_2_12.tif,no
1513,S8,D7,14,2,119.565,4,8.1,C18_2_13.tif,no
1514,S8,D7,14,2,119.627,4,8.1,C18_2_14.tif,no
1515,S8,D7,14,2,116.803,4,8.1,C18_2_16.tif,no
1516,S8,D7,14,2,114.75,4,8.1,C18_2_17.tif,no
1517,S8,D7,14,2,113.925,4,8.1,C18_2_17.tif,no
1518,S8,D7,14,2,118.491,4,8.1,C18_2_17.tif,no
1519,S8,D7,14,2,117.825,4,8.1,C18_2_18.tif,no
1520,S8,D7,14,2,118.944,4,8.1,C18_2_18.tif,no
1521,S8,D7,14,3,120.921,4,8.1,C18_3_.tif,no
1522,S8,D7,14,3,122.333,4,8.1,C18_3_1.tif,no
1523,S8,D7,14,3,130.357,4,8.1,C18_3_2.tif,yes
1524,S8,D7,14,3,121.313,4,8.1,C18_3_3.tif,no
1525,S8,D7,14,3,118.956,4,8.1,C18_3_4.tif,no
1526,S8,D7,14,3,119.266,4,8.1,C18_3_5.tif,no
1527,S8,D7,14,3,117.349,4,8.1,C18_3_6.tif,no
1528,S8,D7,14,3,115.387,4,8.1,C18_3_6.tif,no
1529,S8,D7,14,3,117.162,4,8.1,C18_3_7.tif,no
1530,S8,D7,14,3,120.263,4,8.1,C18_3_8.tif,no
1531,S8,D7,14,3,120.525,4,8.1,C18_3_9.tif,no
1532,S8,D7,14,3,115.728,4,8.1,C18_3_10-1.tif,no
1533,S8,D7,14,3,119.119,4,8.1,C18_3_11.tif,no
1534,S8,D7,14,3,116.829,4,8.1,C18_3_11.tif,no
1535,S8,D7,14,3,118.861,4,8.1,C18_3_12.tif,no
1536,S8,D7,14,3,120.428,4,8.1,C18_3_13.tif,no
1537,S8,D7,14,3,119.409,4,8.1,C18_3_14.tif,no
1538,S8,D7,14,3,121.61,4,8.1,C18_3_15.tif,no
1539,S8,D7,14,3,116.871,4,8.1,C18_3_16.tif,no
1540,S8,D7,14,3,122.206,4,8.1,C18_3_17.tif,no
1541,S7,D8,15,1,120.586,4,8.1,C19_1_1.tif,no
1542,S7,D8,15,1,118.445,4,8.1,C19_1_1.tif,no
1543,S7,D8,15,1,116.958,4,8.1,C19_1_1.tif,no
1544,S7,D8,15,1,116.235,4,8.1,C19_1_2.tif,no
1545,S7,D8,15,1,115.27,4,8.1,C19_1_2.tif,no
1546,S7,D8,15,1,119.856,4,8.1,C19_1_2.tif,no
1547,S7,D8,15,1,118.138,4,8.1,C19_1_3.tif,no
1548,S7,D8,15,1,111.958,4,8.1,C19_1_3.tif,no
1549,S7,D8,15,1,119.465,4,8.1,C19_1_4.tif,no
1550,S7,D8,15,1,119.056,4,8.1,C19_1_5.tif,no
1551,S7,D8,15,1,118.489,4,8.1,C19_1_5.tif,no
1552,S7,D8,15,1,114.325,4,8.1,C19_1_5.tif,no
1553,S7,D8,15,1,114.001,4,8.1,C19_1_6.tif,yes
1554,S7,D8,15,1,116.96,4,8.1,C19_1_6.tif,no
1555,S7,D8,15,1,115.436,4,8.1,C19_1_6.tif,no
1556,S7,D8,15,1,119.722,4,8.1,C19_1_6.tif,no
1557,S7,D8,15,1,123.073,4,8.1,C19_1_6.tif,no
1558,S7,D8,15,1,118.176,4,8.1,C19_1_7.tif,no
1559,S7,D8,15,1,117.967,4,8.1,C19_1_7.tif,yes
1560,S7,D8,15,1,118.763,4,8.1,C19_1_8.tif,no
1561,S7,D8,15,2,118.77,4,8.1,C19_2_.tif,yes
1562,S7,D8,15,2,114.951,4,8.1,C19_2_1.tif,yes
1563,S7,D8,15,2,116.985,4,8.1,C19_2_2.tif,no
1564,S7,D8,15,2,116.036,4,8.1,C19_2_3.tif,no
1565,S7,D8,15,2,116.481,4,8.1,C19_2_4.tif,no
1566,S7,D8,15,2,118.266,4,8.1,C19_2_5.tif,no
1567,S7,D8,15,2,113.79,4,8.1,C19_2_6.tif,no
1568,S7,D8,15,2,111.405,4,8.1,C19_2_6.tif,yes
1569,S7,D8,15,2,115.106,4,8.1,C19_2_9.tif,no
1570,S7,D8,15,2,119.159,4,8.1,C19_2_10.tif,no
1571,S7,D8,15,2,115.263,4,8.1,C19_2_11.tif,no
1572,S7,D8,15,2,117.681,4,8.1,C19_2_12.tif,no
1573,S7,D8,15,2,119.393,4,8.1,C19_2_12.tif,no
1574,S7,D8,15,2,108.813,4,8.1,C19_2_13.tif,no
1575,S7,D8,15,2,116.395,4,8.1,C19_2_13.tif,no
1576,S7,D8,15,2,118.84,4,8.1,C19_2_13.tif,no
1577,S7,D8,15,2,115.51,4,8.1,C19_2_14.tif,no
1578,S7,D8,15,2,117.07,4,8.1,C19_2_15.tif,no
1579,S7,D8,15,2,117.524,4,8.1,C19_2_16.tif,no
1580,S7,D8,15,2,116.045,4,8.1,C19_2_17.tif,no
1581,S7,D8,15,3,114.091,4,8.1,C19_3_.tif,no
1582,S7,D8,15,3,115.312,4,8.1,C19_3_1.tif,no
1583,S7,D8,15,3,118.519,4,8.1,C19_3_2.tif,no
1584,S7,D8,15,3,115.82,4,8.1,C19_3_3.tif,no
1585,S7,D8,15,3,116.9,4,8.1,C19_3_4.tif,no
1586,S7,D8,15,3,117.699,4,8.1,C19_3_4.tif,no
1587,S7,D8,15,3,115.403,4,8.1,C19_3_5.tif,no
1588,S7,D8,15,3,132.216,4,8.1,C19_3_6.tif,yes
1589,S7,D8,15,3,117.749,4,8.1,C19_3_7.tif,no
1590,S7,D8,15,3,111.766,4,8.1,C19_3_8.tif,no
1591,S7,D8,15,3,116.403,4,8.1,C19_3_8.tif,yes
1592,S7,D8,15,3,116.054,4,8.1,C19_3_9.tif,no
1593,S7,D8,15,3,108.008,4,8.1,C19_3_9.tif,yes
1594,S7,D8,15,3,109.637,4,8.1,C19_3_10.tif,yes
1595,S7,D8,15,3,113.695,4,8.1,C19_3_11.tif,yes
1596,S7,D8,15,3,118.31,4,8.1,C19_3_12.tif,no
1597,S7,D8,15,3,113.574,4,8.1,C19_3_12.tif,no
1598,S7,D8,15,3,116.055,4,8.1,C19_3_13.tif,yes
1599,S7,D8,15,3,113.76,4,8.1,C19_3_14.tif,yes
1600,S7,D8,15,3,111.306,4,8.1,C19_3_14.tif,no
